rotation,scale_x,scale_y,shear_x,shear_y,translation_x_scaled,translation_y_scaled
-0.030171076538544672,0.9649032096662465,1.0120561948375355,0.059713493326485456,0.03327545167381124,-0.039351257348923196,-0.0051423038105860575
