rotation,scale_x,scale_y,shear_x,shear_y,translation_x_scaled,translation_y_scaled
-0.02218101692225244,0.965436767992805,1.007111656008491,0.06739678600450877,0.029533270705420306,-0.03480962004111596,-0.0007923807225533874
