rotation,scale_x,scale_y,shear_x,shear_y,translation_x_scaled,translation_y_scaled
-0.03256209609429833,0.9656565114832678,1.0127506737377632,0.06813263680519432,0.03824368400758543,-0.053610568358108124,-0.010870595896321389
